student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
100266,Female,3.62,50.96,69.72,99.86,98.58,50.22,Yes,No,High School,5.86,83.53000000000002,B
100267,Female,5.22,77.0,41.93,81.63,92.93,49.25,Yes,No,Bachelor,8.26,73.944,B
100268,Male,8.72,54.03,39.83,71.61,99.01,35.93,Yes,Yes,Bachelor,6.28,69.51800000000001,C
100269,Male,3.74,44.79,73.62,69.08,79.43,80.8,Yes,Yes,PhD,6.85,72.3535,B
100270,Female,2.73,40.03,51.76,62.82,97.24,46.87,Yes,No,High School,6.8,68.781,C
100271,Female,2.16,76.5,60.86,44.31,74.93,59.65,Yes,No,High School,4.6,63.089999999999996,C
100272,Female,3.68,61.73,55.2,41.98,86.64,24.05,No,No,Master,5.77,60.437,C
100273,Female,8.02,85.14,75.38,66.21,39.23,52.75,No,Yes,Master,5.21,59.147999999999996,C
100274,Male,5.24,62.51,62.91,30.27,77.78,78.53,Yes,Yes,PhD,7.42,61.4765,C
100275,Female,3.05,69.16,97.44,30.59,95.18,50.01,No,No,Master,8.67,72.3655,B
100276,Male,2.5,64.43,54.67,67.06,67.8,60.2,Yes,No,High School,5.06,63.89200000000001,C
100277,Female,3.99,79.03,81.82,93.99,43.08,73.15,No,No,Bachelor,4.46,70.1575,B
100278,Male,9.46,61.37,48.01,93.57,66.88,45.01,Yes,Yes,Master,6.53,67.04050000000001,C
100279,Female,4.09,97.83,65.61,25.81,79.49,41.8,No,Yes,PhD,5.95,61.359,C
100280,Female,9.89,96.17,68.68,33.05,83.89,17.72,No,No,High School,4.18,62.748999999999995,C
100281,Female,5.37,90.88,53.04,68.73,66.66,62.4,No,Yes,Master,8.61,66.4495,C
100282,Female,2.61,95.22,63.02,88.64,45.22,73.63,Yes,No,High School,8.7,67.476,C
100283,Male,9.02,66.95,49.55,96.58,94.87,62.31,Yes,Yes,Bachelor,8.25,80.18549999999999,B
100284,Female,5.14,72.19,30.42,89.54,84.15,35.52,No,Yes,High School,5.4,68.6925,C
100285,Male,7.39,84.53,45.1,75.82,48.95,33.61,No,Yes,PhD,4.61,56.9215,C
100286,Male,9.85,81.77,79.0,40.04,86.83,24.35,No,Yes,Master,6.96,66.8125,C
100287,Male,1.45,93.44,83.97,30.45,54.35,14.23,Yes,Yes,High School,5.41,54.196000000000005,D
100288,Male,1.87,82.98,49.61,28.56,51.87,48.42,Yes,No,Bachelor,5.01,48.3565,D
100289,Female,7.48,99.87,58.56,70.91,90.42,24.45,Yes,Yes,Master,7.21,73.5185,B
100290,Male,3.54,60.91,32.62,27.71,91.13,72.17,Yes,No,Master,7.75,58.654999999999994,C
100291,Male,2.66,89.98,46.59,80.44,57.89,96.56,No,No,PhD,6.64,68.34349999999999,C
100292,Male,1.35,81.86,84.55,78.44,30.62,16.61,Yes,No,Bachelor,5.6,57.083999999999996,C
100293,Female,1.2,81.48,72.42,30.97,43.06,90.37,No,Yes,High School,6.56,54.4825,D
100294,Female,7.97,59.55,44.4,93.0,93.65,69.19,No,Yes,Bachelor,7.0,77.7815,B
100295,Female,2.21,87.14,48.02,64.14,92.91,87.43,Yes,Yes,Bachelor,4.26,75.61449999999999,B
100296,Female,5.21,94.02,87.18,92.83,61.73,23.95,Yes,Yes,Bachelor,6.22,74.046,B
100297,Male,6.45,53.11,44.64,92.62,51.29,91.58,Yes,No,High School,6.99,64.5035,C
100298,Male,4.86,77.53,53.39,39.78,51.19,96.21,Yes,Yes,Master,4.65,55.913500000000006,C
100299,Female,1.24,63.53,76.51,53.54,92.8,91.6,Yes,Yes,Bachelor,6.24,76.67999999999999,B
100300,Male,8.05,99.37,69.28,35.1,52.73,80.69,No,No,High School,5.73,59.0925,C
100301,Male,1.09,68.73,62.26,83.12,65.81,18.13,No,Yes,Master,8.34,64.95150000000001,C
100302,Male,7.86,53.7,92.98,62.81,81.17,29.87,Yes,No,PhD,6.45,71.065,B
100303,Female,9.04,62.91,45.38,94.66,44.66,92.18,No,No,High School,6.13,63.881,C
100304,Female,4.9,79.23,81.9,40.62,47.77,30.65,No,No,Bachelor,5.22,54.24250000000001,D
100305,Male,5.82,44.57,41.13,76.63,55.06,41.29,Yes,No,Bachelor,8.79,55.2405,C
100306,Female,5.29,76.22,73.1,99.19,75.8,14.54,No,No,High School,8.81,75.02349999999998,B
100307,Female,4.5,95.87,90.94,74.9,87.22,66.53,No,Yes,High School,5.83,83.68,B
100308,Female,8.99,91.02,62.05,30.16,68.27,60.7,No,Yes,Bachelor,8.65,59.01649999999999,C
100309,Female,9.05,44.06,80.7,69.13,39.31,96.56,Yes,Yes,High School,7.09,61.242999999999995,C
100310,Female,4.02,99.6,87.43,38.49,61.24,90.31,Yes,No,Bachelor,7.91,67.5335,C
100311,Male,6.54,81.92,39.52,27.29,38.94,55.53,No,Yes,High School,4.45,42.100500000000004,D
100312,Female,9.34,49.74,79.41,50.12,36.18,64.84,Yes,Yes,PhD,4.11,52.533,D
100313,Male,9.66,40.74,94.39,44.96,71.27,47.19,No,No,Master,6.57,63.8555,C
100314,Male,5.58,50.28,70.35,84.16,96.93,21.92,No,Yes,PhD,4.38,76.2555,B
100315,Female,5.08,90.29,43.03,53.03,88.63,88.1,Yes,Yes,High School,8.46,70.723,B
100316,Male,3.51,41.3,38.89,79.97,84.21,59.46,Yes,Yes,PhD,8.1,67.32,C
100317,Male,9.63,53.99,48.18,26.22,80.89,48.29,Yes,Yes,PhD,7.57,54.7305,D
100318,Male,2.29,85.44,37.25,26.11,92.8,16.16,No,No,Master,4.16,56.61749999999999,C
100319,Female,6.22,75.17,65.94,27.2,82.7,69.88,Yes,No,High School,6.29,63.438,C
100320,Female,3.54,86.96,34.88,41.45,73.88,45.97,No,No,PhD,4.39,56.4895,C
100321,Male,3.51,84.77,45.64,53.05,55.53,32.83,Yes,No,PhD,8.64,53.586,D
100322,Female,4.64,43.04,60.79,70.59,37.07,88.91,Yes,Yes,High School,7.06,55.975,C
100323,Female,9.99,93.55,63.17,98.94,62.27,26.53,Yes,Yes,Master,4.78,71.1715,B
100324,Female,1.49,53.62,69.58,51.58,94.73,56.35,Yes,No,PhD,6.8,70.9635,B
100325,Female,6.21,73.2,79.39,29.17,70.82,81.62,No,No,Bachelor,4.59,63.439499999999995,C
100326,Male,1.74,78.66,33.31,39.62,42.92,86.42,Yes,No,Master,4.73,48.097,D
100327,Male,2.39,50.12,35.64,92.34,75.43,83.68,No,No,High School,4.4,69.9935,C
100328,Female,4.96,98.57,34.26,77.45,62.58,90.7,No,No,Bachelor,8.36,67.0445,C
100329,Female,5.59,69.29,59.62,84.27,95.2,22.81,Yes,Yes,Bachelor,6.73,75.5215,B
100330,Male,3.33,43.46,32.93,34.31,41.27,94.64,No,Yes,PhD,5.64,43.418000000000006,D
100331,Male,3.85,96.24,82.23,35.12,79.84,10.97,No,No,PhD,4.0,63.891000000000005,C
100332,Female,1.78,75.18,45.61,33.42,77.71,33.03,No,No,High School,6.36,55.4965,C
100333,Male,3.73,81.95,95.74,89.29,98.85,17.56,Yes,Yes,PhD,6.56,86.019,A
100334,Female,9.7,71.51,64.05,40.75,69.54,95.1,Yes,No,Master,5.68,63.9975,C
100335,Female,9.5,90.08,61.24,73.24,91.01,48.15,Yes,Yes,Bachelor,6.42,76.2345,B
100336,Male,4.01,41.99,84.64,63.71,31.73,38.37,Yes,No,Master,4.5,51.997,D
100337,Male,6.14,56.1,79.92,65.83,38.6,25.04,No,Yes,Bachelor,8.61,54.0655,D
100338,Female,9.19,68.18,72.51,39.66,54.22,24.02,No,Yes,High School,5.29,52.614000000000004,D
100339,Female,1.06,44.6,95.46,72.64,73.35,65.25,Yes,Yes,Bachelor,8.74,73.9095,B
100340,Male,8.3,82.35,59.56,28.23,61.44,14.24,No,No,PhD,6.46,50.1325,D
100341,Female,9.54,63.62,86.6,99.51,44.19,63.49,No,No,High School,8.28,70.375,B
100342,Male,1.82,56.36,56.61,27.01,71.24,79.72,No,Yes,High School,6.89,56.6165,C
100343,Female,2.45,40.2,88.68,28.76,69.67,64.09,Yes,Yes,High School,8.22,59.73950000000001,C
100344,Male,9.65,83.19,48.16,49.35,66.71,84.39,No,Yes,Bachelor,4.05,62.076,C
100345,Male,5.84,90.03,50.25,87.37,36.34,33.87,Yes,No,Master,4.93,57.00150000000001,C
100346,Male,1.13,63.7,77.45,44.29,94.89,16.95,Yes,Yes,PhD,5.77,67.839,C
100347,Female,3.32,73.85,44.89,60.4,71.46,74.89,No,Yes,Master,5.48,63.963,C
100348,Female,5.05,53.66,46.04,26.35,48.48,84.53,No,No,Bachelor,8.73,46.582499999999996,D
100349,Male,7.24,77.33,51.37,30.92,78.12,55.15,No,Yes,Master,5.97,58.59400000000001,C
100350,Female,7.6,40.73,77.53,70.6,52.25,83.86,No,No,Master,8.86,63.9025,C
100351,Male,9.96,69.32,92.26,39.58,65.41,51.21,No,Yes,Master,7.26,63.2935,C
100352,Male,3.59,78.65,77.22,77.07,53.88,27.87,Yes,No,High School,8.18,64.2215,C
100353,Female,5.84,95.09,87.95,83.9,91.63,52.7,Yes,Yes,Bachelor,5.97,85.41449999999999,A
100354,Female,5.8,62.88,68.05,88.78,99.58,29.44,No,No,Bachelor,4.95,79.88999999999999,B
100355,Male,4.65,85.91,34.82,35.03,41.28,52.48,Yes,No,PhD,4.25,44.0085,D
100356,Female,2.52,75.86,37.03,59.16,31.65,23.28,Yes,No,PhD,7.28,43.1875,D
100357,Female,9.8,95.62,68.81,96.03,45.35,26.7,Yes,No,High School,8.86,65.874,C
100358,Male,8.68,63.9,52.95,82.91,71.3,89.46,No,Yes,Bachelor,4.59,71.6085,B
100359,Male,5.48,59.15,45.44,33.77,42.18,20.43,No,No,PhD,7.86,40.25149999999999,D
100360,Female,6.43,93.23,62.64,62.69,86.8,30.18,Yes,Yes,PhD,5.82,70.9215,B
100361,Male,3.05,42.95,76.65,94.18,58.61,99.6,No,No,High School,8.97,73.6435,B
100362,Male,5.89,48.18,56.95,58.0,72.74,61.84,Yes,Yes,PhD,8.35,62.351,C
100363,Female,7.25,44.94,86.18,87.81,61.89,62.72,Yes,No,PhD,5.15,71.61600000000001,B
100364,Male,5.64,90.59,81.7,62.19,93.23,86.05,No,Yes,PhD,7.83,82.182,B
100365,Male,9.91,40.64,81.44,33.01,32.46,57.19,No,Yes,PhD,7.67,45.6845,D
100366,Female,6.5,91.7,98.96,36.09,81.05,29.96,Yes,Yes,Master,7.82,69.348,C
100367,Female,4.34,67.08,50.67,28.5,75.65,48.02,Yes,Yes,High School,4.41,55.2465,C
100368,Male,7.95,40.24,75.13,39.65,75.47,77.95,No,No,High School,8.05,63.172,C
100369,Male,2.53,64.1,89.88,92.02,58.98,88.52,No,Yes,Master,5.31,76.886,B
100370,Female,4.46,51.21,70.57,73.76,31.1,34.59,Yes,No,PhD,6.95,52.019000000000005,D
100371,Female,4.12,77.46,85.27,80.41,78.25,33.58,No,Yes,Bachelor,4.58,75.648,B
100372,Female,4.89,80.76,59.01,71.62,88.06,39.48,No,No,PhD,6.79,72.55199999999999,B
100373,Female,8.04,69.25,71.33,53.99,35.97,63.66,No,No,Master,8.53,53.644000000000005,D
100374,Male,5.36,42.43,33.9,41.26,60.91,35.07,Yes,No,PhD,4.89,46.1635,D
100375,Female,8.15,79.37,99.0,94.42,41.38,90.38,No,Yes,High School,8.28,74.863,B
100376,Female,6.19,90.52,86.0,63.61,72.77,98.02,Yes,No,PhD,6.18,77.42599999999999,B
100377,Male,4.08,83.22,90.82,61.08,84.99,71.12,No,Yes,Bachelor,5.61,78.61449999999999,B
100378,Female,8.29,89.8,78.6,99.71,76.67,97.33,Yes,No,High School,4.29,86.19500000000001,A
100379,Male,3.14,52.03,43.02,53.79,52.26,35.91,Yes,Yes,PhD,6.64,49.136500000000005,D
100380,Female,3.02,93.33,32.17,89.06,39.78,83.37,Yes,Yes,PhD,5.0,60.292,C
100381,Female,5.54,59.33,90.53,89.68,85.6,71.06,No,Yes,Bachelor,8.7,83.525,B
100382,Female,3.35,40.8,57.74,42.45,52.67,33.69,Yes,Yes,PhD,5.19,48.044,D
100383,Male,1.08,90.6,48.47,32.11,31.55,38.66,No,No,Master,6.93,41.69,D
100384,Male,6.83,96.51,69.32,98.17,70.0,53.98,Yes,No,Bachelor,6.79,77.9555,B
100385,Female,5.6,79.33,59.46,56.94,47.27,81.25,Yes,Yes,Master,5.68,58.7295,C
100386,Male,5.01,53.89,75.62,25.17,88.88,88.5,Yes,Yes,Bachelor,8.26,66.76350000000001,C
100387,Male,9.7,55.1,63.87,62.43,40.03,67.06,Yes,Yes,High School,4.92,54.608000000000004,D
100388,Male,6.14,68.0,78.81,71.45,60.44,74.94,Yes,Yes,Bachelor,8.09,69.07249999999999,C
100389,Male,8.77,93.87,89.74,83.21,47.72,33.75,No,Yes,Bachelor,5.04,68.2145,C
100390,Male,2.26,48.98,43.69,95.72,78.27,76.7,No,No,Master,4.2,72.6305,B
100391,Male,6.12,89.56,53.06,93.64,68.4,64.45,Yes,No,Master,8.72,73.36300000000001,B
100392,Female,8.81,57.48,60.58,95.51,85.37,30.06,No,No,Bachelor,7.19,74.627,B
100393,Female,6.25,88.52,97.34,27.41,62.1,95.52,Yes,No,High School,7.15,66.4595,C
100394,Male,7.46,95.22,55.57,78.38,30.34,56.16,No,No,Bachelor,5.33,56.466,C
100395,Female,4.35,65.65,56.68,41.94,45.06,81.5,Yes,No,PhD,4.7,52.307,D
100396,Female,1.83,61.9,75.74,39.07,99.94,57.31,No,Yes,Bachelor,7.53,71.8155,B
100397,Female,5.12,88.13,59.34,85.02,58.37,93.96,No,Yes,High School,6.59,71.7615,B
100398,Female,4.55,71.77,96.59,56.28,73.42,22.72,No,No,Master,5.59,68.534,C
100399,Male,8.8,81.07,92.61,93.75,93.35,59.15,Yes,Yes,PhD,5.58,88.65400000000001,A
100400,Female,3.2,77.37,65.94,28.18,31.44,12.26,No,No,Bachelor,8.45,40.2,D
100401,Female,9.7,49.17,75.13,85.16,76.17,27.77,No,Yes,Bachelor,8.45,70.6695,B
100402,Male,9.62,90.69,34.06,35.26,50.19,35.29,Yes,Yes,Bachelor,5.37,45.7915,D
100403,Male,3.23,51.75,78.7,38.24,49.55,52.53,No,Yes,Master,7.97,53.070499999999996,D
100404,Female,4.13,95.94,79.5,60.8,45.74,83.82,Yes,No,High School,5.13,65.085,C
100405,Female,9.06,55.03,55.14,54.67,87.59,52.0,No,Yes,PhD,8.04,66.055,C
100406,Female,9.7,84.03,45.38,61.46,56.11,60.51,Yes,Yes,High School,4.63,58.5335,C
100407,Female,4.99,57.08,94.06,95.5,34.7,93.16,Yes,No,High School,7.79,69.856,C
100408,Female,3.89,59.07,59.87,74.3,36.78,78.09,Yes,Yes,Bachelor,6.78,57.13799999999999,C
100409,Female,5.73,58.6,75.76,46.77,40.4,14.52,Yes,No,PhD,4.59,48.2965,D
100410,Male,7.19,84.87,32.33,37.97,92.92,25.88,Yes,Yes,PhD,7.08,59.5555,C
100411,Female,3.46,73.41,58.98,56.5,59.92,13.44,Yes,No,Master,4.96,55.578,C
100412,Female,7.63,92.98,87.21,58.87,94.12,16.22,Yes,No,PhD,4.97,76.0215,B
100413,Male,1.46,58.44,57.13,70.1,87.22,40.5,Yes,Yes,High School,6.24,69.37199999999999,C
100414,Male,1.44,81.52,72.22,44.95,88.65,75.51,No,No,Bachelor,8.82,72.412,B
100415,Male,4.48,85.18,44.69,82.56,50.08,31.99,No,Yes,Bachelor,8.46,58.823,C
100416,Male,4.18,49.09,59.16,32.38,48.99,45.31,No,No,Bachelor,8.13,46.51349999999999,D
100417,Female,3.84,64.04,94.93,67.03,69.2,45.45,No,Yes,High School,8.26,70.9125,B
100418,Female,5.42,68.97,69.65,71.76,59.25,63.13,Yes,Yes,Master,6.49,65.81750000000001,C
100419,Female,3.89,61.34,93.14,40.51,65.63,90.36,No,No,Master,5.87,66.896,C
100420,Female,2.73,59.33,93.14,86.95,33.72,98.49,Yes,Yes,PhD,8.42,67.9495,C
100421,Female,3.79,81.19,96.09,71.16,98.01,64.41,No,No,Bachelor,4.4,85.8715,A
100422,Female,9.77,52.95,92.68,73.43,34.07,55.46,Yes,Yes,Bachelor,8.98,59.659000000000006,C
100423,Male,4.7,82.56,30.23,62.33,42.52,71.37,Yes,No,Bachelor,6.76,51.9035,D
100424,Female,5.0,96.1,95.38,93.22,77.47,70.12,No,No,Bachelor,6.7,86.11749999999999,A
100425,Male,6.19,73.91,39.62,77.04,40.89,57.16,Yes,Yes,Bachelor,5.46,54.6025,D
100426,Male,9.85,76.69,32.79,53.64,37.48,76.33,Yes,No,PhD,4.85,48.388000000000005,D
100427,Female,3.17,44.14,33.88,42.9,40.75,54.21,Yes,No,Master,7.4,41.5985,D
100428,Male,7.13,91.87,54.42,30.33,34.33,99.68,No,Yes,Master,5.81,49.637,D
100429,Female,7.44,57.13,73.46,37.4,47.59,14.41,No,No,High School,5.51,47.852500000000006,D
100430,Male,6.47,76.9,58.16,99.45,48.98,49.89,No,Yes,Bachelor,4.81,66.3165,C
100431,Female,1.8,98.75,31.79,55.51,64.9,45.73,No,Yes,Master,6.68,57.398500000000006,C
100432,Male,7.09,75.73,63.35,92.4,60.71,79.33,No,Yes,Master,6.94,72.52450000000002,B
100433,Female,1.58,83.48,60.95,37.79,63.16,27.17,No,Yes,PhD,6.22,54.808499999999995,D
100434,Female,6.37,66.72,82.98,56.9,73.12,49.07,Yes,No,PhD,4.06,67.99199999999999,C
100435,Female,7.66,43.62,49.57,97.04,46.17,72.82,No,No,High School,6.46,61.97750000000001,C
100436,Female,2.9,87.86,45.23,31.83,39.43,64.29,No,No,High School,5.36,46.019,D
100437,Female,8.57,42.1,47.92,69.55,91.52,59.06,No,No,Master,4.69,69.11949999999999,C
100438,Male,1.27,82.04,51.26,93.94,74.38,49.15,Yes,No,High School,6.89,72.88900000000001,B
100439,Male,8.59,41.38,71.94,96.23,34.25,77.68,No,Yes,Master,7.36,62.339,C
100440,Male,5.14,91.74,63.01,88.45,97.27,68.18,Yes,No,PhD,6.59,84.751,B
100441,Female,2.96,49.46,53.58,89.2,78.51,88.72,Yes,Yes,High School,7.07,74.3125,B
100442,Male,2.2,70.86,56.2,73.91,40.62,75.97,Yes,Yes,Master,7.03,58.6175,C
100443,Female,9.58,75.83,55.96,41.53,97.84,22.64,Yes,No,Master,4.62,65.66550000000001,C
100444,Female,1.65,67.45,98.07,79.8,55.58,65.76,No,Yes,PhD,5.08,72.338,B
100445,Male,2.79,60.45,46.31,98.38,98.92,14.01,No,No,Master,4.05,75.925,B
100446,Male,4.13,68.07,87.26,64.45,37.23,44.86,No,Yes,Bachelor,8.91,57.888,C
100447,Female,6.58,58.68,79.57,44.55,41.2,47.07,Yes,No,Bachelor,5.06,52.0465,D
100448,Male,5.9,66.29,30.39,68.01,76.02,86.94,Yes,No,Master,8.07,65.01050000000001,C
100449,Female,2.13,61.53,99.52,76.8,31.55,26.23,Yes,No,High School,7.91,58.9225,C
100450,Female,3.61,73.97,82.95,40.62,31.31,67.92,No,No,Bachelor,7.53,51.8925,D
100451,Female,3.15,54.28,77.77,78.94,85.44,27.31,Yes,Yes,Bachelor,6.25,73.35199999999999,B
100452,Female,2.92,99.32,58.37,69.06,41.74,95.38,No,Yes,Bachelor,6.92,63.018,C
100453,Female,4.7,70.05,68.86,70.93,94.32,57.65,Yes,Yes,Bachelor,4.93,77.28649999999999,B
100454,Male,7.34,51.65,47.73,47.95,59.81,73.74,No,No,High School,4.53,55.006,C
100455,Male,2.96,68.62,32.48,36.65,91.16,68.19,No,Yes,PhD,5.76,61.2455,C
100456,Female,4.3,91.98,88.52,71.76,59.24,37.33,Yes,Yes,High School,8.13,69.309,C
100457,Female,4.52,41.31,92.75,68.97,67.12,91.11,No,Yes,PhD,6.82,72.52650000000001,B
100458,Male,9.79,80.77,41.37,50.35,52.16,66.45,Yes,No,Bachelor,7.82,53.839499999999994,D
100459,Male,9.59,72.88,85.09,47.19,76.07,55.93,No,Yes,Bachelor,8.45,68.321,C
100460,Female,8.2,50.17,81.88,51.04,52.27,57.55,No,Yes,High School,6.8,58.20250000000001,C
100461,Male,3.17,89.05,42.49,61.74,45.62,90.16,Yes,No,High School,5.84,57.821,C
100462,Female,1.61,62.13,59.53,98.11,35.67,15.32,Yes,Yes,PhD,8.28,56.663000000000004,C
100463,Male,3.85,57.63,59.59,82.27,34.04,45.02,No,No,High School,5.15,54.664500000000004,D
100464,Female,3.4,89.69,83.2,88.88,51.42,85.75,Yes,Yes,Master,4.12,74.401,B
100465,Male,5.55,78.31,88.64,62.92,81.55,13.38,No,Yes,High School,4.25,71.1695,B
100466,Female,8.0,93.9,36.63,64.46,44.39,67.53,No,Yes,Bachelor,6.91,55.1205,C
100467,Male,8.72,77.79,69.41,40.32,50.95,46.29,No,No,High School,8.46,54.2025,D
100468,Male,8.6,84.45,83.32,79.08,93.36,28.41,No,No,Bachelor,6.82,80.39599999999999,B
100469,Female,4.24,90.19,85.03,56.62,74.74,65.03,No,Yes,Master,6.05,72.842,B
100470,Male,7.19,43.28,40.36,80.68,94.38,84.8,No,No,Bachelor,6.89,74.083,B
100471,Female,3.82,86.56,66.79,55.68,93.79,52.06,Yes,No,High School,7.36,73.96650000000001,B
100472,Male,1.55,76.82,90.03,33.14,34.44,23.21,Yes,No,PhD,7.79,48.348,D
100473,Female,7.31,44.17,52.3,37.98,96.85,37.55,No,No,Master,5.74,62.024499999999996,C
100474,Male,1.09,70.51,59.76,85.87,33.58,98.32,Yes,No,Master,5.93,62.0555,C
100475,Female,4.68,44.95,86.31,44.4,94.79,20.0,No,Yes,High School,4.12,68.0335,C
100476,Male,3.96,84.16,36.25,44.83,68.27,24.46,No,Yes,Master,7.25,53.214,D
100477,Female,7.24,72.79,90.16,94.7,67.32,99.12,Yes,No,Bachelor,7.88,82.46000000000001,B
100478,Male,7.9,97.21,51.78,74.32,79.93,89.39,Yes,No,PhD,6.55,75.57150000000001,B
100479,Female,3.74,50.99,30.1,33.57,91.54,73.64,Yes,No,High School,5.88,58.914500000000004,C
100480,Female,8.3,76.36,46.39,35.77,73.19,23.59,Yes,No,Master,5.67,53.83200000000001,D
100481,Female,3.65,52.69,36.27,45.43,59.78,31.65,Yes,Yes,Bachelor,7.23,47.96849999999999,D
100482,Male,5.02,76.84,36.47,69.55,37.83,26.22,No,Yes,Bachelor,5.65,48.227999999999994,D
100483,Female,7.54,83.36,78.5,81.46,85.24,66.79,No,Yes,Master,7.0,80.914,B
100484,Male,7.24,83.34,44.98,45.59,38.98,45.9,Yes,No,High School,8.63,46.96050000000001,D
100485,Female,9.89,88.9,95.43,90.3,80.85,14.3,Yes,Yes,Bachelor,5.65,80.27850000000001,B
100486,Male,3.03,91.21,66.15,33.19,66.95,36.22,Yes,No,Master,4.34,57.70300000000001,C
100487,Female,6.96,44.64,62.21,40.57,57.01,87.46,Yes,Yes,High School,8.37,55.748,C
100488,Male,6.49,60.6,60.4,97.78,72.91,81.64,No,No,High School,5.37,76.2675,B
100489,Male,9.24,81.23,78.48,35.11,84.06,67.87,Yes,Yes,Bachelor,8.94,68.8045,C
100490,Female,2.41,69.92,61.66,91.61,95.88,17.7,Yes,No,High School,8.2,77.55449999999999,B
100491,Male,7.77,51.44,39.0,77.8,48.53,89.45,No,Yes,PhD,6.13,58.3245,C
100492,Male,6.11,73.16,91.61,30.48,96.3,58.11,Yes,Yes,Bachelor,7.14,72.774,B
100493,Female,3.47,64.45,59.99,61.28,97.27,54.51,Yes,No,High School,5.39,73.2585,B
100494,Male,5.27,63.4,35.18,63.92,86.95,94.07,Yes,Yes,PhD,4.42,69.1955,C
100495,Male,4.0,88.59,67.06,94.91,91.7,10.8,No,No,PhD,6.63,79.17349999999999,B
100496,Male,6.21,64.46,75.31,56.58,78.47,60.03,No,Yes,Bachelor,6.12,69.12049999999999,C
100497,Female,9.0,41.59,49.29,58.51,32.74,81.21,Yes,Yes,Master,8.85,48.224500000000006,D
100498,Male,6.12,43.48,86.02,33.44,70.26,15.73,No,No,High School,6.99,56.076,C
100499,Female,6.69,91.37,76.88,72.94,82.3,42.15,No,No,PhD,7.74,75.768,B
100500,Male,5.67,97.64,75.52,40.82,95.92,97.97,No,No,Bachelor,4.68,78.442,B
100501,Male,1.46,81.3,59.46,30.81,69.93,29.06,No,No,High School,7.62,55.106,C
100502,Male,3.1,61.86,97.33,99.77,85.59,57.81,Yes,No,Master,4.28,86.33200000000002,A
100503,Female,5.43,96.32,49.19,45.22,79.35,77.15,No,No,High School,7.07,66.2625,C
100504,Male,3.79,79.77,70.44,35.58,49.66,45.13,No,Yes,Master,8.19,52.854,D
100505,Male,2.64,90.66,51.63,77.46,40.83,46.71,No,No,High School,6.42,57.7185,C
100506,Female,5.54,85.95,82.14,86.63,82.56,15.69,No,Yes,High School,5.08,77.1455,B
100507,Male,3.91,62.75,33.35,29.81,46.36,27.11,No,Yes,Master,6.22,39.3345,F
100508,Female,3.32,68.72,33.21,32.9,47.13,89.25,No,Yes,Master,8.21,47.1595,D
100509,Female,5.18,51.17,86.76,31.76,75.08,83.65,Yes,No,Bachelor,7.57,65.052,C
100510,Male,2.2,57.52,60.4,28.52,85.23,37.42,Yes,Yes,Bachelor,7.03,58.5345,C
100511,Female,9.35,86.69,53.88,74.46,70.76,44.35,Yes,No,Master,7.47,67.261,C
100512,Male,8.81,93.64,72.53,69.12,91.95,49.64,Yes,No,PhD,8.17,78.29650000000001,B
100513,Female,7.37,83.47,79.13,74.71,44.8,41.13,Yes,Yes,High School,4.76,62.6435,C
100514,Female,1.96,67.91,44.08,62.93,47.67,68.85,Yes,Yes,Master,8.21,54.909000000000006,D
100515,Male,7.98,45.19,42.98,86.31,74.59,11.15,No,No,PhD,8.03,61.914,C
100516,Female,8.27,43.42,97.07,66.0,88.06,89.22,Yes,Yes,PhD,6.39,79.999,B
100517,Female,7.91,62.46,71.28,93.91,67.75,37.06,Yes,No,Bachelor,6.01,71.398,B
100518,Female,2.03,67.83,57.31,61.42,30.73,88.51,No,Yes,Bachelor,8.66,53.2065,D
100519,Female,6.8,76.55,86.1,84.3,77.39,50.89,No,Yes,High School,8.1,78.1255,B
100520,Female,8.51,40.39,66.76,55.55,86.95,79.87,No,No,Bachelor,8.94,69.698,C
100521,Male,6.2,99.38,46.92,57.64,49.36,84.32,No,Yes,High School,7.21,59.440000000000005,C
100522,Female,6.82,61.84,44.47,88.67,33.79,37.12,No,No,Master,4.16,52.784000000000006,D
100523,Male,5.13,90.89,57.78,33.07,66.26,67.63,No,Yes,High School,4.77,58.866499999999995,C
100524,Female,5.76,72.1,90.19,67.37,32.95,64.67,Yes,Yes,Bachelor,8.1,60.089999999999996,C
100525,Male,1.31,47.83,34.3,79.48,59.12,52.84,Yes,Yes,Bachelor,7.19,57.489,C
100526,Male,6.75,87.85,45.3,81.28,31.25,52.26,No,No,PhD,4.99,54.328500000000005,D
100527,Female,1.73,82.59,92.52,69.36,45.75,37.47,No,Yes,Bachelor,4.06,63.8625,C
100528,Female,4.92,71.65,38.52,58.6,57.22,37.92,No,Yes,PhD,5.31,53.338,D
100529,Female,3.63,70.87,74.07,44.56,37.82,59.33,Yes,Yes,Bachelor,4.69,52.211000000000006,D
100530,Male,5.91,45.25,44.95,93.21,37.99,12.9,No,Yes,PhD,8.38,51.403999999999996,D
100531,Female,2.2,79.35,72.41,52.73,87.89,94.03,No,Yes,High School,8.41,75.764,B
100532,Male,7.22,94.67,56.82,84.92,32.9,68.5,No,Yes,High School,8.21,60.426,C
100533,Male,8.16,45.59,37.12,27.37,78.23,49.91,Yes,No,High School,4.47,51.197,D
